index,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
2354,15528.0,254,26,229.33,1,2,1,121,At Risk,2
2355,15529.0,23,664,3935.15,4,5,5,455,Loyal Customers,0
2356,15530.0,22,107,1497.31,4,4,4,444,Loyal Customers,0
2357,15531.0,8,219,1972.39,5,5,4,554,Loyal Customers,0
2358,15532.0,25,258,1500.88,4,5,4,454,Loyal Customers,0
2359,15533.0,19,86,746.92,4,4,3,443,Loyal Customers,0
2360,15535.0,173,75,426.4,2,4,2,242,New Customers,3
2361,15537.0,163,24,110.92,2,2,1,221,New Customers,3
2362,15539.0,7,41,538.46,5,3,3,533,Loyal Customers,0
2363,15540.0,11,15,213.3,5,2,1,521,Loyal Customers,0
2364,15541.0,114,29,85.13000000000001,2,2,1,221,New Customers,3
2365,15543.0,288,28,127.86,1,2,1,121,At Risk,2
2366,15544.0,9,261,3542.51,5,5,5,555,Loyal Customers,0
2367,15545.0,54,80,288.96999999999997,3,4,2,342,Loyal Customers,0
2368,15547.0,7,695,4910.6,5,5,5,555,Loyal Customers,0
2369,15549.0,77,115,1643.96,2,4,4,244,Loyal Customers,0
2370,15550.0,4,61,575.63,5,4,3,543,Loyal Customers,0
2371,15551.0,37,29,436.06,3,2,2,322,Loyal Customers,0
2372,15552.0,217,17,90.12,1,2,1,121,New Customers,3
2373,15553.0,60,55,428.93,3,3,2,332,Loyal Customers,0
2374,15554.0,278,14,217.2,1,1,1,111,At Risk,2
2375,15555.0,12,913,4747.89,4,5,5,455,Loyal Customers,0
2376,15556.0,24,31,279.77,4,3,2,432,Loyal Customers,0
2377,15557.0,29,19,468.91,4,2,3,423,Loyal Customers,0
2378,15561.0,12,31,722.74,4,3,3,433,Loyal Customers,0
2379,15562.0,352,1,134.55,1,1,1,111,At Risk,2
2380,15563.0,9,117,1319.69,5,4,4,544,Loyal Customers,0
2381,15565.0,50,8,173.16,3,1,1,311,Loyal Customers,0
2382,15567.0,19,7,186.01,4,1,1,411,Loyal Customers,0
2383,15568.0,3,53,758.29,5,3,3,533,Loyal Customers,0
2384,15569.0,104,31,1375.71,2,3,4,234,New Customers,3
2385,15570.0,7,326,4093.27,5,5,5,555,Loyal Customers,0
2386,15571.0,12,57,650.4300000000001,4,3,3,433,Loyal Customers,0
2387,15572.0,5,212,2533.42,5,5,5,555,Loyal Customers,0
2388,15573.0,32,97,591.1899999999999,4,4,3,443,Loyal Customers,0
2389,15574.0,178,152,675.64,2,5,3,253,New Customers,3
2390,15576.0,38,43,921.37,3,3,4,334,Loyal Customers,0
2391,15577.0,151,39,258.88,2,3,2,232,New Customers,3
2392,15578.0,162,13,127.1,2,1,1,211,New Customers,3
2393,15579.0,69,48,327.6,3,3,2,332,Loyal Customers,0
2394,15581.0,121,148,3425.77,2,5,5,255,New Customers,3
2395,15582.0,25,44,682.9100000000001,4,3,3,433,Loyal Customers,0
2396,15584.0,24,124,718.36,4,5,3,453,Loyal Customers,0
2397,15585.0,177,31,455.3,2,3,2,232,New Customers,3
2398,15587.0,50,9,913.6800000000001,3,1,4,314,Loyal Customers,0
2399,15589.0,253,30,456.58,1,3,2,132,At Risk,2
2400,15590.0,289,1,-30.19,1,1,1,111,At Risk,2
2401,15592.0,47,24,388.58,3,2,2,322,Loyal Customers,0
2402,15593.0,71,5,199.8,3,1,1,311,Loyal Customers,0
2403,15594.0,16,104,1767.53,4,4,4,444,Loyal Customers,0
2404,15596.0,101,84,1343.34,2,4,4,244,New Customers,3
2405,15597.0,30,23,315.71999999999997,4,2,2,422,Loyal Customers,0
2406,15598.0,35,16,235.68,3,2,2,322,Loyal Customers,0
2407,15599.0,27,52,761.74,4,3,3,433,Loyal Customers,0
2408,15601.0,11,414,6745.36,5,5,5,555,Loyal Customers,0
2409,15602.0,8,54,1083.63,5,3,4,534,Loyal Customers,0
2410,15603.0,79,2,48.480000000000004,2,1,1,211,Loyal Customers,0
2411,15604.0,52,17,216.39,3,2,1,321,Loyal Customers,0
2412,15605.0,36,67,1198.23,3,4,4,344,Loyal Customers,0
2413,15606.0,57,91,2422.64,3,4,5,345,Loyal Customers,0
2414,15607.0,337,13,104.76,1,1,1,111,At Risk,2
2415,15608.0,28,60,1093.68,4,4,4,444,Loyal Customers,0
2416,15609.0,183,18,270.03000000000003,1,2,2,122,New Customers,3
2417,15610.0,52,6,112.46000000000001,3,1,1,311,Loyal Customers,0
2418,15611.0,10,45,1568.39,5,3,4,534,Loyal Customers,0
2419,15612.0,36,6,195.15,3,1,1,311,Loyal Customers,0
2420,15615.0,10,429,10360.04,5,5,5,555,Loyal Customers,0
2421,15618.0,33,49,747.031,3,3,3,333,Loyal Customers,0
2422,15619.0,11,3,336.40000000000003,5,1,2,512,Loyal Customers,0
2423,15620.0,50,104,1524.4,3,4,4,344,Loyal Customers,0
2424,15621.0,4,18,1158.77,5,2,4,524,Loyal Customers,0
2425,15622.0,3,214,3224.53,5,5,5,555,Loyal Customers,0
2426,15623.0,141,19,301.03,2,2,2,222,New Customers,3
2427,15624.0,117,34,588.13,2,3,3,233,New Customers,3
2428,15625.0,100,68,1504.56,2,4,4,244,New Customers,3
2429,15626.0,75,49,675.8,2,3,3,233,Loyal Customers,0
2430,15628.0,5,157,2865.64,5,5,5,555,Loyal Customers,0
2431,15630.0,45,61,1180.4,3,4,4,344,Loyal Customers,0
2432,15632.0,16,177,3147.31,4,5,5,455,Loyal Customers,0
2433,15634.0,17,15,243.55,4,2,2,422,Loyal Customers,0
2434,15636.0,90,25,724.76,2,2,3,223,Loyal Customers,0
2435,15637.0,53,15,223.36,3,2,1,321,Loyal Customers,0
2436,15638.0,301,2,-94.0,1,1,1,111,At Risk,2
2437,15639.0,134,25,425.32,2,2,2,222,New Customers,3
2438,15640.0,4,486,12336.74,5,5,5,555,Loyal Customers,0
2439,15641.0,105,119,1887.2,2,4,4,244,New Customers,3
2440,15643.0,179,36,647.4,1,3,3,133,New Customers,3
2441,15644.0,166,232,803.54,2,5,3,253,New Customers,3
2442,15645.0,19,52,612.01,4,3,3,433,Loyal Customers,0
2443,15646.0,158,36,425.14000000000004,2,3,2,232,New Customers,3
2444,15648.0,204,27,582.0500000000001,1,2,3,123,New Customers,3
2445,15649.0,336,2,816.0,1,1,3,113,At Risk,2
2446,15651.0,37,32,646.3,3,3,3,333,Loyal Customers,0
2447,15652.0,91,21,337.74,2,2,2,222,Loyal Customers,0
2448,15653.0,93,6,877.4399999999999,2,1,3,213,New Customers,3
2449,15654.0,9,21,922.53,5,2,4,524,Loyal Customers,0
2450,15655.0,233,37,511.32,1,3,3,133,At Risk,2
2451,15656.0,45,47,748.5,3,3,3,333,Loyal Customers,0
2452,15657.0,23,1,30.0,4,1,1,411,Loyal Customers,0
2453,15658.0,190,56,958.9,1,3,4,134,New Customers,3
2454,15659.0,44,11,306.45,3,1,2,312,Loyal Customers,0
2455,15660.0,25,94,1552.01,4,4,4,444,Loyal Customers,0
2456,15661.0,317,5,309.8,1,1,2,112,At Risk,2
2457,15663.0,106,9,138.14,2,1,1,211,New Customers,3
2458,15664.0,51,19,358.63,3,2,2,322,Loyal Customers,0
2459,15665.0,168,115,2222.21,2,4,5,245,New Customers,3
2460,15667.0,40,13,301.32,3,1,2,312,Loyal Customers,0
2461,15668.0,218,1,76.32000000000001,1,1,1,111,New Customers,3
2462,15669.0,40,35,677.69,3,3,3,333,Loyal Customers,0
2463,15670.0,297,12,173.05,1,1,1,111,At Risk,2
2464,15671.0,19,81,2635.4900000000002,4,4,5,445,Loyal Customers,0
2465,15673.0,88,138,2726.23,2,5,5,255,Loyal Customers,0
2466,15674.0,73,135,1744.02,2,5,4,254,Loyal Customers,0
2467,15675.0,81,21,323.69,2,2,2,222,Loyal Customers,0
2468,15676.0,9,216,3324.09,5,5,5,555,Loyal Customers,0
2469,15677.0,49,33,657.23,3,3,3,333,Loyal Customers,0
2470,15678.0,53,12,352.7,3,1,2,312,Loyal Customers,0
2471,15679.0,24,110,781.28,4,4,3,443,Loyal Customers,0
2472,15680.0,9,78,1333.68,5,4,4,544,Loyal Customers,0
2473,15681.0,18,67,946.36,4,4,4,444,Loyal Customers,0
2474,15683.0,117,10,193.75,2,1,1,211,New Customers,3
2475,15687.0,9,168,2981.5,5,5,5,555,Loyal Customers,0
2476,15689.0,120,9,254.1,2,1,2,212,New Customers,3
2477,15690.0,4,19,239.76,5,2,2,522,Loyal Customers,0
2478,15691.0,252,2,136.8,1,1,1,111,At Risk,2
2479,15692.0,28,12,191.04,4,1,1,411,Loyal Customers,0
2480,15694.0,1,79,6423.6,5,4,5,545,Loyal Customers,0
2481,15695.0,267,22,409.98,1,2,2,122,At Risk,2
2482,15696.0,33,174,2619.11,3,5,5,355,Loyal Customers,0
2483,15699.0,18,18,309.65,4,2,2,422,Loyal Customers,0
2484,15700.0,172,89,664.03,2,4,3,243,New Customers,3
2485,15701.0,2,230,1529.0,5,5,4,554,Loyal Customers,0
2486,15703.0,265,5,211.5,1,1,1,111,At Risk,2
2487,15704.0,140,117,2293.62,2,4,5,245,New Customers,3
2488,15705.0,201,6,143.1,1,1,1,111,New Customers,3
2489,15706.0,60,59,1001.8100000000001,3,4,4,344,Loyal Customers,0
2490,15707.0,35,205,916.98,3,5,4,354,Loyal Customers,0
2491,15708.0,41,282,3200.73,3,5,5,355,Loyal Customers,0
2492,15709.0,284,6,133.25,1,1,1,111,At Risk,2
2493,15712.0,9,53,1072.3600000000001,5,3,4,534,Loyal Customers,0
2494,15713.0,143,20,346.75,2,2,2,222,New Customers,3
2495,15714.0,12,34,330.03000000000003,4,3,2,432,Loyal Customers,0
2496,15716.0,146,117,1101.1100000000001,2,4,4,244,New Customers,3
2497,15717.0,234,7,150.3,1,1,1,111,At Risk,2
2498,15719.0,33,932,5028.42,3,5,5,355,Loyal Customers,0
2499,15720.0,24,128,598.73,4,5,3,453,Loyal Customers,0
2500,15721.0,12,84,471.40000000000003,4,4,3,443,Loyal Customers,0
2501,15722.0,36,70,2169.86,3,4,5,345,Loyal Customers,0
2502,15723.0,365,38,190.7,1,3,1,131,At Risk,2
2503,15724.0,201,12,212.3,1,1,1,111,New Customers,3
2504,15725.0,15,32,415.25,4,3,2,432,Loyal Customers,0
2505,15727.0,17,301,5159.06,4,5,5,455,Loyal Customers,0
2506,15728.0,49,4,-134.8,3,1,1,311,Loyal Customers,0
2507,15729.0,198,6,62.0,1,1,1,111,New Customers,3
2508,15730.0,66,73,1108.38,3,4,4,344,Loyal Customers,0
2509,15732.0,212,14,294.12,1,1,2,112,New Customers,3
2510,15733.0,283,10,162.3,1,1,1,111,At Risk,2
2511,15734.0,115,26,1339.45,2,2,4,224,New Customers,3
2512,15737.0,15,79,1121.21,4,4,4,444,Loyal Customers,0
2513,15738.0,19,176,4788.77,4,5,5,455,Loyal Customers,0
2514,15739.0,66,8,449.12,3,1,2,312,Loyal Customers,0
2515,15740.0,49,9,154.88,3,1,1,311,Loyal Customers,0
2516,15743.0,16,86,775.96,4,4,3,443,Loyal Customers,0
2517,15744.0,78,3,34.8,2,1,1,211,Loyal Customers,0
2518,15745.0,9,65,1071.24,5,4,4,544,Loyal Customers,0
2519,15746.0,134,29,182.96,2,2,1,221,New Customers,3
2520,15747.0,13,90,946.64,4,4,4,444,Loyal Customers,0
2521,15748.0,40,20,144.36,3,2,1,321,Loyal Customers,0
2522,15749.0,235,15,21535.9,1,2,5,125,At Risk,2
2523,15750.0,3,293,2448.8,5,5,5,555,Loyal Customers,0
2524,15752.0,40,406,2618.15,3,5,5,355,Loyal Customers,0
2525,15753.0,305,1,79.2,1,1,1,111,At Risk,2
2526,15754.0,51,29,455.67,3,2,2,322,Loyal Customers,0
2527,15755.0,1,149,2318.88,5,5,5,555,Loyal Customers,0
2528,15756.0,61,191,528.01,3,5,3,353,Loyal Customers,0
2529,15757.0,66,45,714.42,3,3,3,333,Loyal Customers,0
2530,15758.0,25,9,205.25,4,1,1,411,Loyal Customers,0
2531,15759.0,218,7,253.04,1,1,2,112,New Customers,3
2532,15762.0,65,37,583.75,3,3,3,333,Loyal Customers,0
2533,15763.0,32,63,1048.67,4,4,4,444,Loyal Customers,0
2534,15764.0,81,188,3245.47,2,5,5,255,Loyal Customers,0
2535,15766.0,64,11,315.06,3,1,2,312,Loyal Customers,0
2536,15768.0,116,28,581.8299999999999,2,2,3,223,New Customers,3
2537,15769.0,7,147,51823.72,5,5,5,555,Loyal Customers,0
2538,15773.0,6,10,635.6800000000001,5,1,3,513,Loyal Customers,0
2539,15774.0,69,25,270.8,3,2,2,322,Loyal Customers,0
2540,15775.0,245,7,104.9,1,1,1,111,At Risk,2
2541,15776.0,133,18,241.62,2,2,2,222,New Customers,3
2542,15777.0,241,22,1021.61,1,2,4,124,At Risk,2
2543,15780.0,184,29,475.28000000000003,1,2,3,123,New Customers,3
2544,15781.0,25,21,333.56,4,2,2,422,Loyal Customers,0
2545,15782.0,10,44,2593.94,5,3,5,535,Loyal Customers,0
2546,15783.0,11,14,246.3,5,1,2,512,Loyal Customers,0
2547,15785.0,30,87,2303.75,4,4,5,445,Loyal Customers,0
2548,15786.0,44,279,4821.0,3,5,5,355,Loyal Customers,0
2549,15787.0,26,200,933.26,4,5,4,454,Loyal Customers,0
2550,15789.0,358,25,351.3,1,2,2,122,At Risk,2
2551,15790.0,10,34,218.75,5,3,1,531,Loyal Customers,0
2552,15791.0,44,76,1604.44,3,4,4,344,Loyal Customers,0
2553,15793.0,9,13,948.96,5,1,4,514,Loyal Customers,0
2554,15795.0,150,42,610.01,2,3,3,233,New Customers,3
2555,15796.0,1,134,2663.6600000000003,5,5,5,555,Loyal Customers,0
2556,15797.0,113,8,2207.4,2,1,5,215,New Customers,3
2557,15799.0,76,98,884.14,2,4,3,243,Loyal Customers,0
2558,15800.0,107,117,696.89,2,4,3,243,New Customers,3
2559,15801.0,46,69,1042.19,3,4,4,344,Loyal Customers,0
2560,15802.0,143,3,-451.42,2,1,1,211,New Customers,3
2561,15803.0,51,8,415.82000000000005,3,1,2,312,Loyal Customers,0
2562,15804.0,1,274,3848.55,5,5,5,555,Loyal Customers,0
2563,15805.0,23,305,5411.87,4,5,5,455,Loyal Customers,0
2564,15806.0,46,31,784.58,3,3,3,333,Loyal Customers,0
2565,15807.0,50,48,903.9,3,3,4,334,Loyal Customers,0
2566,15808.0,306,197,3641.07,1,5,5,155,At Risk,2
2567,15809.0,36,43,399.21,3,3,2,332,Loyal Customers,0
2568,15810.0,79,112,1145.43,2,4,4,244,Loyal Customers,0
2569,15811.0,17,139,2171.32,4,5,5,455,Loyal Customers,0
2570,15812.0,107,41,1801.14,2,3,4,234,New Customers,3
2571,15813.0,208,40,1303.9099999999999,1,3,4,134,New Customers,3
2572,15814.0,3,74,1842.73,5,4,4,544,Loyal Customers,0
2573,15815.0,64,49,2100.6,3,3,5,335,Loyal Customers,0
2574,15819.0,49,123,1905.45,3,5,4,354,Loyal Customers,0
2575,15820.0,320,17,206.98,1,2,1,121,At Risk,2
2576,15821.0,44,62,570.96,3,4,3,343,Loyal Customers,0
2577,15822.0,3,33,885.47,5,3,3,533,Loyal Customers,0
2578,15823.0,337,17,-840.76,1,2,1,121,At Risk,2
2579,15825.0,172,20,532.94,2,2,3,223,New Customers,3
2580,15826.0,51,69,1649.3600000000001,3,4,4,344,Loyal Customers,0
2581,15827.0,73,134,1641.48,2,5,4,254,Loyal Customers,0
2582,15829.0,99,51,636.14,2,3,3,233,New Customers,3
2583,15830.0,29,41,547.7,4,3,3,433,Loyal Customers,0
2584,15831.0,58,67,740.64,3,4,3,343,Loyal Customers,0
2585,15832.0,254,54,836.79,1,3,3,133,At Risk,2
2586,15834.0,70,272,2076.3,3,5,5,355,Loyal Customers,0
2587,15835.0,44,50,954.09,3,3,4,334,Loyal Customers,0
2588,15836.0,45,12,117.47,3,1,1,311,Loyal Customers,0
2589,15837.0,65,24,391.98,3,2,2,322,Loyal Customers,0
2590,15838.0,11,169,33350.76,5,5,5,555,Loyal Customers,0
2591,15839.0,25,65,1020.74,4,4,4,444,Loyal Customers,0
2592,15840.0,59,28,345.66,3,2,2,322,Loyal Customers,0
2593,15841.0,64,50,1209.1,3,3,4,334,Loyal Customers,0
2594,15843.0,304,8,118.95000000000002,1,1,1,111,At Risk,2
2595,15844.0,46,11,130.73999999999998,3,1,1,311,Loyal Customers,0
2596,15845.0,18,140,3650.87,4,5,5,455,Loyal Customers,0
2597,15847.0,38,22,389.27,3,2,2,322,Loyal Customers,0
2598,15850.0,19,93,234.88,4,4,2,442,Loyal Customers,0
2599,15852.0,187,22,160.71,1,2,1,121,New Customers,3
2600,15853.0,52,30,110.8,3,3,1,331,Loyal Customers,0
2601,15854.0,4,138,2969.12,5,5,5,555,Loyal Customers,0
2602,15855.0,137,80,712.24,2,4,3,243,New Customers,3
2603,15856.0,4,636,15929.74,5,5,5,555,Loyal Customers,0
2604,15857.0,19,14,297.0,4,1,2,412,Loyal Customers,0
2605,15858.0,16,188,1427.57,4,5,4,454,Loyal Customers,0
2606,15860.0,41,139,965.16,3,5,4,354,Loyal Customers,0
2607,15861.0,12,541,2981.92,4,5,5,455,Loyal Customers,0
2608,15862.0,8,147,832.88,5,5,3,553,Loyal Customers,0
2609,15863.0,26,18,68.84,4,2,1,421,Loyal Customers,0
2610,15864.0,22,24,1769.7800000000002,4,2,4,424,Loyal Customers,0
2611,15865.0,41,40,895.13,3,3,3,333,Loyal Customers,0
2612,15866.0,101,43,211.89,2,3,1,231,New Customers,3
2613,15867.0,5,461,3795.29,5,5,5,555,Loyal Customers,0
2614,15869.0,277,15,149.64,1,2,1,121,At Risk,2
2615,15870.0,33,74,351.44,3,4,2,342,Loyal Customers,0
2616,15872.0,15,108,316.25,4,4,2,442,Loyal Customers,0
2617,15874.0,63,137,4330.67,3,5,5,355,Loyal Customers,0
2618,15877.0,2,128,437.83,5,5,2,552,Loyal Customers,0
2619,15880.0,369,97,299.03,1,4,2,142,At Risk,2
2620,15881.0,312,32,438.24,1,3,2,132,At Risk,2
2621,15882.0,199,24,495.36,1,2,3,123,New Customers,3
2622,15883.0,2,49,396.48,5,3,2,532,Loyal Customers,0
2623,15885.0,93,18,379.35,2,2,2,222,New Customers,3
2624,15886.0,60,12,181.09,3,1,1,311,Loyal Customers,0
2625,15888.0,80,14,141.27,2,1,1,211,Loyal Customers,0
2626,15889.0,157,85,420.07,2,4,2,242,New Customers,3
2627,15891.0,227,60,511.68,1,4,3,143,At Risk,2
2628,15894.0,253,37,258.25,1,3,2,132,At Risk,2
2629,15895.0,150,11,179.17,2,1,1,211,New Customers,3
2630,15897.0,194,22,208.59,1,2,1,121,New Customers,3
2631,15898.0,1,85,1379.63,5,4,4,544,Loyal Customers,0
2632,15899.0,369,4,56.25,1,1,1,111,At Risk,2
2633,15900.0,24,47,337.28,4,3,2,432,Loyal Customers,0
2634,15901.0,17,111,351.73,4,4,2,442,Loyal Customers,0
2635,15903.0,10,75,5126.34,5,4,5,545,Loyal Customers,0
2636,15904.0,8,30,164.68,5,3,1,531,Loyal Customers,0
2637,15906.0,20,151,1521.79,4,5,4,454,Loyal Customers,0
2638,15907.0,4,226,882.72,5,5,3,553,Loyal Customers,0
2639,15909.0,174,7,191.94,2,1,1,211,New Customers,3
2640,15910.0,1,266,1228.88,5,5,4,554,Loyal Customers,0
2641,15912.0,178,19,264.62,2,2,2,222,New Customers,3
2642,15916.0,16,156,1466.01,4,5,4,454,Loyal Customers,0
2643,15917.0,248,12,123.1,1,1,1,111,At Risk,2
2644,15918.0,191,40,334.23,1,3,2,132,New Customers,3
2645,15919.0,20,122,525.69,4,4,3,443,Loyal Customers,0
2646,15920.0,154,60,167.5,2,4,1,241,New Customers,3
2647,15921.0,173,24,323.03000000000003,2,2,2,222,New Customers,3
2648,15922.0,372,12,363.6,1,1,2,112,At Risk,2
2649,15923.0,373,21,127.08,1,2,1,121,At Risk,2
2650,15925.0,194,12,207.15,1,1,1,111,New Customers,3
2651,15930.0,67,21,426.63,3,2,2,322,Loyal Customers,0
2652,15932.0,4,119,2461.85,5,4,5,545,Loyal Customers,0
2653,15933.0,21,74,1107.46,4,4,4,444,Loyal Customers,0
2654,15935.0,239,12,416.86,1,1,2,112,At Risk,2
2655,15937.0,64,7,145.35,3,1,1,311,Loyal Customers,0
2656,15938.0,112,18,404.58,2,2,2,222,New Customers,3
2657,15939.0,90,77,6102.26,2,4,5,245,Loyal Customers,0
2658,15940.0,311,2,31.799999999999997,1,1,1,111,At Risk,2
2659,15942.0,134,14,337.44,2,1,2,212,New Customers,3
2660,15944.0,277,6,325.1,1,1,2,112,At Risk,2
2661,15945.0,365,2,181.0,1,1,1,111,At Risk,2
2662,15947.0,83,29,1708.24,2,2,4,224,Loyal Customers,0
2663,15948.0,8,60,955.24,5,4,4,544,Loyal Customers,0
2664,15949.0,17,19,364.72,4,2,2,422,Loyal Customers,0
2665,15950.0,2,102,1684.46,5,4,4,544,Loyal Customers,0
2666,15951.0,1,43,669.57,5,3,3,533,Loyal Customers,0
2667,15952.0,34,84,781.91,3,4,3,343,Loyal Customers,0
2668,15953.0,15,102,1632.4299999999998,4,4,4,444,Loyal Customers,0
2669,15955.0,24,185,4389.81,4,5,5,455,Loyal Customers,0
2670,15957.0,32,42,428.89,4,3,2,432,Loyal Customers,0
2671,15958.0,74,7,104.35,2,1,1,211,Loyal Customers,0
2672,15963.0,20,28,470.76,4,2,3,423,Loyal Customers,0
2673,15965.0,17,111,808.87,4,4,3,443,Loyal Customers,0
2674,15967.0,23,80,397.68,4,4,2,442,Loyal Customers,0
2675,15969.0,3,21,582.9,5,2,3,523,Loyal Customers,0
2676,15970.0,304,11,314.1,1,1,2,112,At Risk,2
2677,15971.0,18,35,4199.85,4,3,5,435,Loyal Customers,0
2678,15973.0,236,6,99.77000000000002,1,1,1,111,At Risk,2
2679,15974.0,39,177,3429.55,3,5,5,355,Loyal Customers,0
2680,15975.0,84,24,371.01,2,2,2,222,Loyal Customers,0
2681,15976.0,165,96,427.64,2,4,2,242,New Customers,3
2682,15977.0,17,65,1054.73,4,4,4,444,Loyal Customers,0
2683,15978.0,77,49,1098.78,2,3,4,234,Loyal Customers,0
2684,15980.0,89,43,2398.86,2,3,5,235,Loyal Customers,0
2685,15981.0,25,97,3408.48,4,4,5,445,Loyal Customers,0
2686,15983.0,22,112,1465.12,4,4,4,444,Loyal Customers,0
2687,15984.0,3,263,2759.93,5,5,5,555,Loyal Customers,0
2688,15985.0,123,38,1037.42,2,3,4,234,New Customers,3
2689,15986.0,30,14,168.12,4,1,1,411,Loyal Customers,0
2690,15987.0,12,128,1432.77,4,5,4,454,Loyal Customers,0
2691,15988.0,19,26,156.78,4,2,1,421,Loyal Customers,0
2692,15990.0,44,52,792.11,3,3,3,333,Loyal Customers,0
2693,15992.0,4,3,41.989999999999995,5,1,1,511,Loyal Customers,0
2694,15993.0,9,551,2736.92,5,5,5,555,Loyal Customers,0
2695,15994.0,55,32,414.27,3,3,2,332,Loyal Customers,0
2696,15996.0,88,128,1016.6800000000001,2,5,4,254,Loyal Customers,0
2697,15998.0,37,507,3074.42,3,5,5,355,Loyal Customers,0
2698,16000.0,3,9,12393.7,5,1,5,515,Loyal Customers,0
2699,16003.0,30,103,2735.37,4,4,5,445,Loyal Customers,0
2700,16005.0,12,201,578.71,4,5,3,453,Loyal Customers,0
2701,16006.0,211,8,101.4,1,1,1,111,New Customers,3
2702,16007.0,48,381,1693.81,3,5,4,354,Loyal Customers,0
2703,16008.0,24,33,478.78,4,3,3,433,Loyal Customers,0
2704,16009.0,22,82,972.11,4,4,4,444,Loyal Customers,0
2705,16010.0,246,79,392.4,1,4,2,142,At Risk,2
2706,16011.0,8,210,3352.96,5,5,5,555,Loyal Customers,0
2707,16012.0,35,94,1415.29,3,4,4,344,Loyal Customers,0
2708,16013.0,4,151,33366.25,5,5,5,555,Loyal Customers,0
2709,16014.0,36,141,637.58,3,5,3,353,Loyal Customers,0
2710,16015.0,4,183,689.6999999999999,5,5,3,553,Loyal Customers,0
2711,16016.0,3,226,1440.06,5,5,4,554,Loyal Customers,0
2712,16017.0,47,32,211.88,3,3,1,331,Loyal Customers,0
2713,16018.0,39,28,408.90000000000003,3,2,2,322,Loyal Customers,0
2714,16019.0,2,165,3450.2400000000002,5,5,5,555,Loyal Customers,0
2715,16020.0,17,46,851.01,4,3,3,433,Loyal Customers,0
2716,16022.0,260,71,602.63,1,4,3,143,At Risk,2
2717,16023.0,46,101,719.81,3,4,3,343,Loyal Customers,0
2718,16024.0,12,63,251.03,4,4,2,442,Loyal Customers,0
2719,16025.0,30,28,439.65999999999997,4,2,2,422,Loyal Customers,0
2720,16026.0,43,32,236.09,3,3,2,332,Loyal Customers,0
2721,16027.0,92,17,852.12,2,2,3,223,New Customers,3
2722,16029.0,39,270,53168.69,3,5,5,355,Loyal Customers,0
2723,16030.0,310,29,331.24,1,2,2,122,At Risk,2
2724,16031.0,92,98,547.9,2,4,3,243,New Customers,3
2725,16033.0,6,1143,8690.03,5,5,5,555,Loyal Customers,0
2726,16034.0,196,22,437.7,1,2,2,122,New Customers,3
2727,16036.0,87,55,758.92,2,3,3,233,Loyal Customers,0
2728,16037.0,270,39,855.02,1,3,3,133,At Risk,2
2729,16038.0,8,28,454.33000000000004,5,2,2,522,Loyal Customers,0
2730,16040.0,65,65,1313.55,3,4,4,344,Loyal Customers,0
2731,16041.0,31,6,3166.4,4,1,5,415,Loyal Customers,0
2732,16042.0,22,74,1127.57,4,4,4,444,Loyal Customers,0
2733,16043.0,38,39,773.99,3,3,3,333,Loyal Customers,0
2734,16045.0,120,83,1340.7,2,4,4,244,New Customers,3
2735,16048.0,86,9,243.69000000000003,2,1,2,212,Loyal Customers,0
2736,16049.0,40,299,1074.81,3,5,4,354,Loyal Customers,0
2737,16050.0,174,10,137.9,2,1,1,211,New Customers,3
2738,16052.0,54,34,362.06,3,3,2,332,Loyal Customers,0
2739,16053.0,33,84,1511.95,3,4,4,344,Loyal Customers,0
2740,16054.0,145,70,783.9,2,4,3,243,New Customers,3
2741,16055.0,221,8,134.8,1,1,1,111,New Customers,3
2742,16056.0,45,66,650.75,3,4,3,343,Loyal Customers,0
2743,16057.0,4,134,2140.2200000000003,5,5,5,555,Loyal Customers,0
2744,16059.0,66,178,1453.16,3,5,4,354,Loyal Customers,0
2745,16061.0,269,1,-29.95,1,1,1,111,At Risk,2
2746,16062.0,10,64,1153.62,5,4,4,544,Loyal Customers,0
2747,16063.0,260,23,335.32,1,2,2,122,At Risk,2
2748,16065.0,365,73,367.14,1,4,2,142,At Risk,2
2749,16066.0,17,101,1521.04,4,4,4,444,Loyal Customers,0
2750,16070.0,22,33,852.15,4,3,3,433,Loyal Customers,0
2751,16071.0,45,21,326.24,3,2,2,322,Loyal Customers,0
2752,16072.0,288,23,584.3199999999999,1,2,3,123,At Risk,2
2753,16073.0,292,2,94.35,1,1,1,111,At Risk,2
2754,16076.0,3,131,2173.53,5,5,5,555,Loyal Customers,0
2755,16078.0,284,1,79.2,1,1,1,111,At Risk,2
2756,16079.0,17,21,1352.0,4,2,4,424,Loyal Customers,0
2757,16080.0,82,11,176.6,2,1,1,211,Loyal Customers,0
2758,16081.0,56,223,2799.42,3,5,5,355,Loyal Customers,0
2759,16083.0,101,31,1317.62,2,3,4,234,New Customers,3
2760,16084.0,299,38,436.18,1,3,2,132,At Risk,2
2761,16085.0,23,167,981.51,4,5,4,454,Loyal Customers,0
2762,16086.0,59,40,1119.31,3,3,4,334,Loyal Customers,0
2763,16091.0,155,18,315.06,2,2,2,222,New Customers,3
2764,16092.0,99,53,779.36,2,3,3,233,New Customers,3
2765,16093.0,107,1,17.0,2,1,1,211,New Customers,3
